"id","data","qtd_likes","qtd_retweets","texto"
"1,09415307451036E+018","2019-02-09 08:36:36",2235,72,"@IMiquilini Bom Dia! Muito obrigado pela consideração. Um ótimo sábado para a senhora e um forte abraço!"
"1,09416761412812E+018","2019-02-09 09:34:22",16052,2088,"https://t.co/c7XoOohHhK"
"1,09421360637437E+018","2019-02-09 12:37:07",56519,7390,"Um abraço a todos os brasileiros, ministros, integrantes do governo, Comandantes de Força, ...Amanhã nos orgulharemos do que estamos fazendo hoje pelo nosso país. https://t.co/kRuUhwqYTu"
"1,09423963457663E+018","2019-02-09 14:20:33",55517,6457,"Tenho a satisfação de anunciar o General de Exército Jesus Corrêa como novo Presidente do Instituto Nacional de Colonização e Reforma Agrária (INCRA). 🇧🇷"
"1,09425948674175E+018","2019-02-09 15:39:26",42154,4451,"👍🏻👉🏻👉🏻 https://t.co/3MpMgFn96J"
"1,09433005008898E+018","2019-02-09 20:19:50",0,1355,"RT @planalto: .@marmilbr estima 15 mil atendimentos médicos a ribeirinhos no Acre. Um navio-hospital vai realizar exames laboratoriais, der…"
"1,09433483419599E+018","2019-02-09 20:38:50",0,6547,"RT @psl_mg: Mudanças Lei Rouanet: o teto p/ 1 único projeto será de R$ 10 milhões e não mais R$ 60 milhões , Caixa, BB, Petrobrás e BNDES…"
"1,09435276270651E+018","2019-02-09 21:50:05",39498,3827,"Um forte abraço e bom trabalho, Ministro. https://t.co/oBpgEGpFeF"
"1,09460332755017E+018","2019-02-10 14:25:44",33336,5378,"Confiabilidade da indústria e comércio crescem em 2019, aquecendo a economia e gerando empregos. Com as implementações dos estudos da Secretaria Geral Adjunta de Desburocratização, Gestão e Governo Digital ligada ao Ministério da Economia, tudo vai melhorar muito mais. https://t.co/TFWXu47YOS"
"1,09464077728264E+018","2019-02-10 16:54:33",62685,8341,"Um bom domingo a todos! 🇧🇷👍🏻 https://t.co/3AO6csbeIb"
"1,094721185471E+018","2019-02-10 22:14:04",0,1061,"RT @BolsonaroSP: Quando fala em secretaria de alfabetização ainda lembro do André Lázaro, que foi quem comandou essa pasta e queria colocar…"
"1,0947239056533E+018","2019-02-10 22:24:52",0,3229,"RT @CarlosBolsonaro: Enquanto governadores, deputados federais e judiciário não entenderem que é necessário a mudança na legislação, o agen…"
"1,0947305839625E+018","2019-02-10 22:51:24",38992,5397,"Grupos estão torcendo contra por paixão ideológica, mas não adianta: juntos, nós vamos resgatar o nosso Brasil e o orgulho dos brasileiros! https://t.co/RbvbHacZcw"
"1,09488653908618E+018","2019-02-11 09:11:07",28505,4157,"Nos primeiros dias de governo, importantes projetos de saúde e habitação para os mais necessitados, desta vez no estado do Acre, são prioridade, incluindo socialmente dezenas de milhares de brasileiros. https://t.co/PBjB9Ac47p"
"1,0949364219856E+018","2019-02-11 12:29:20",27784,4911,"Levantamento da FGV aponta que o Brasil é o país que apresentou maior melhora do clima econômico na América Latina. Saímos de -33,9 em Outubro de 2018 para +3,6 em Janeiro de 2019, um aumento de 240%. Queremos e podemos ainda mais! 🇧🇷🇧🇷🇧🇷 https://t.co/sttK4yZGWj"
"1,09495142946124E+018","2019-02-11 13:28:58",52376,4003,"Hoje pela manhã. Mais um início de semana. Vamos à luta! 🇧🇷! Um bom dia a todos! https://t.co/nIfsTznc5f"
"1,09497703912229E+018","2019-02-11 15:10:44",0,1596,"RT @bernardopkuster: Gabinete de Segurança Institucional desmente narrativa do Estadão. E, sim, a preocupação com aspectos do Sínodo é legí…"
"1,09499294901067E+018","2019-02-11 16:13:57",109642,10650,"É com pesar que recebo a triste notícia do falecimento do jornalista Ricardo Boechat, que estava no helicóptero que caiu hoje em SP. Minha solidariedade à família do profissional e colega que sempre tive muito respeito, bem como do piloto. Que Deus console a todos!"
"1,09504157344274E+018","2019-02-11 19:27:10",20879,3808,"Mais uma canalhice do @radaronline : https://t.co/IYztv6oZ6z"
"1,09507585934037E+018","2019-02-11 21:43:25",20187,2195,"Despachando documentos com Pedro César Sousa - Chefe do Gabinete Pessoal e Célio Faria - Assessor-Chefe da Assessoria Especial da Presidência da República. Vamos adiante! https://t.co/28Fcv0vGb0"
"1,09510344996701E+018","2019-02-11 23:33:03",10416,1039,"👍🏻 https://t.co/543uOypSil"
"1,09510389596833E+018","2019-02-11 23:34:49",0,540,"RT @planalto: O @Minas_Energia encaminhou à Agência Nacional de Mineração (ANM) sugestões de novos critérios para aperfeiçoar o sistema de…"
"1,09510396991815E+018","2019-02-11 23:35:07",0,851,"RT @ItamaratyGovBr: O Ministro @ernestofaraujo reuniu-se hoje no @ItamaratyGovBr c/ María Teresa Belandria, representante para o Brasil des…"
"1,0951040355632E+018","2019-02-11 23:35:22",0,547,"RT @planalto: General Rêgo Barros: O ministro do @MinCidadania, @OsmarTerra , está discutindo nesta tarde algumas medidas de prevenção a in…"
"1,09510625976067E+018","2019-02-11 23:44:13",40995,4906,"Muito obrigado pela consideração e confiança! https://t.co/mHYpovlwIe"
"1,09511528279489E+018","2019-02-12 00:20:04",1863,94,"@RoYamasaki Muito bem, Rodrigo. Em breve em Brasília. Um forte abraço!"
"1,09526375629526E+018","2019-02-12 10:10:03",28547,3339,"A inserção social de deficientes através do esporte é mais uma das frentes de investimento do novo Brasil que almejamos. Via @Caixa https://t.co/iNWZ1QsJBK"
"1,09533499676245E+018","2019-02-12 14:53:08",67687,8231,"Difícil não se afetar diante de tantas tragédias seguidas em tão pouco tempo, mas não devemos de maneira alguma perder nossa fé e esperança. Faz parte de nossa identidade. Somos um povo que supera as dificuldades. Unidos, superaremos todas. Eu acredito no Brasil!"
"1,09537133776436E+018","2019-02-12 17:17:32",19267,2712,"https://t.co/DQeYyFORc1"
"1,09537371850169E+018","2019-02-12 17:27:00",0,712,"RT @planalto: Levantamento do @ibgecomunica projeta uma safra de grãos 1,9% maior neste ano em comparação com o ano passado. A expectativa…"
"1,09543498872258E+018","2019-02-12 21:30:28",87903,14938,"Por favor GloboNews, sejamos honestos: O STF SUSPENDEU os processos que sou réu por ter RESPONDIDO A UMA OFENSA, pois esta previsto em lei em caso de assumir a Presidência, voltando a pauta quando deixar o cargo, não porque sou eu! Não sejam desonestos com seus telespectadores!"
"1,09544847456329E+018","2019-02-12 22:24:03",0,367,"RT @portosdobrasil: #MovimentaçãoPortuária | Em 2018, os portos públicos movimentaram 374 milhões de toneladas, um aumento de 2,6% em compa…"
"1,09544856479121E+018","2019-02-12 22:24:24",0,513,"RT @ppinvestimentos: O Secretário de Coordenação de energia e aeroportos do #PPI, Pedro Bruno Barros de Souza, falará sobre o que está por…"
"1,0954489447616E+018","2019-02-12 22:25:55",0,460,"RT @MEC_Comunicacao: Enquanto a Fundação Joaquim Nabuco investe em pesquisa, a Superintendência do Desenvolvimento do Nordeste entra na for…"
"1,09547819161403E+018","2019-02-13 00:22:08",23822,3628,"👍🏻 https://t.co/juWK4jR3Hd"
"1,09549001559603E+018","2019-02-13 01:09:07",0,4774,"RT @odiodobem: Quem mandou matar o capitão, @jairbolsonaro? Quem financia a defesa do “lobo solitário”? Quem Adélio visitou na Câmara dos D…"
"1,09562532083583E+018","2019-02-13 10:06:46",58355,7626,"Para maior transparência e melhor empregabilidade do dinheiro público, Informamos que todos os patrocínios da Petrobras estão sob revisão, objetivando enfoque principal dos recursos para a educação infantil e manutenção do empregado à Orquesta Petrobras."
"1,09569983372013E+018","2019-02-13 15:02:52",85932,10322,"Foram 3 cirurgias e mais de 1 mês no hospital nestes últimos 5 passados. Finalmente deixamos em definitivo o risco de morte após a tentativa de assassinato de ex-integrante do PSOL. Só tenho a agradecer a Deus e a todos por finalmente poder voltar a trabalhar em plena normalidade"
"1,09571344887963E+018","2019-02-13 15:56:58",61393,7114,"Vamos para Brasília! Brasil acima de tudo; Deus acima de todos! 🇧🇷 https://t.co/Ej8C5lvcH9"
"1,09571394923913E+018","2019-02-13 15:58:57",11998,620,"@xicograziano Valeu, Xico! 👍"
"1,09577652158171E+018","2019-02-13 20:07:35",17257,3589,"STF, a “criminalização da Homofobia“ e a @AdvocaciaGeral da União: https://t.co/lbrrpJ7CEq"
"1,09578617291425E+018","2019-02-13 20:45:57",22389,4182,"O Presidente Jair Bolsonaro por intermédio do Ministro da @AdvocaciaGeral , @andre_mendonca_ , fez a sustentação oral no STF contra a tipificação da “homofobia” como se racismo fosse. https://t.co/sX0AidpmoD"
"1,09581262049238E+018","2019-02-13 22:31:02",0,2104,"RT @CarlosBolsonaro: Ontem estive 24h do dia ao lado do meu pai e afirmo: “É uma mentira absoluta de Gustavo Bebbiano que ontem teria falad…"
"1,09581263585192E+018","2019-02-13 22:31:06",0,2177,"RT @CarlosBolsonaro: Não há roupa suja a ser lavada! Apenas a verdade: Bolsonaro não tratou com Bebiano o assunto exposto pelo O Globo como…"
"1,09581817252615E+018","2019-02-13 22:53:06",0,423,"RT @CarlosBolsonaro: *12/02/2019"
"1,09583058671807E+018","2019-02-13 23:42:26",45854,3972,"Estarei hoje no Jornal da Record, após às 21h45min. Assista! 👍🏻"
"1,09583117691941E+018","2019-02-13 23:44:46",38617,2156,"@GeneralMourao Selva, Grande General!!!"
"1,09584737802699E+018","2019-02-14 00:49:09",23975,4187,"Segue pequeno trecho da entrevista cedida ao jornalista @eduribeirotv do @jornaldarecord esclarecendo alguns fatos explorados na mídia no dia de hoje: https://t.co/igPIk4njvR"
"1,09599526462684E+018","2019-02-14 10:36:48",38284,5095,"1- Meses atrás exigimos que a ditadura cubana revisse as regras impostas aos profissionais cubanos participantes do Mais Médicos, que recebiam apenas uma pequena parte de seus salários e não tinham liberdade para ver seus familiares."
"1,09599561460788E+018","2019-02-14 10:38:11",18520,2425,"2- De forma irresponsável, Cuba suspendeu sua participação subitamente, colocando em xeque o caráter humanitário do acordo feito com o PT. Oferecemos asilo aos que cidadãos queriam ficar em nosso país. A esquerda mesmo assim poupou a ditadura e colocou na conta do novo Governo."
"1,09599592069561E+018","2019-02-14 10:39:24",28727,2987,"3- Esta falta de sensibilidade e os milhões que ficariam sem atendimento. O Ministério da Saúde, porém, agiu rapidamente e as vagas deixadas foram preenchidas - as últimas nesta quarta (13) por brasileiros formados no exterior."
"1,09599634904309E+018","2019-02-14 10:41:06",33697,3551,"4- Eles receberão seus salários de forma integral e terão a liberdade necessária para uma vida digna. A resposta para quem torce contra o Brasil é o trabalho. Vamos em frente! 🇧🇷! Via @minsaude"
"1,09608544058151E+018","2019-02-14 16:35:07",4640,330,"@ECantanhede 👍🏻 Eliane!"
"1,09611378365789E+018","2019-02-14 18:27:45",0,443,"RT @MdicGov: #CONSTRUÇÃOCIVIL Durante reunião da Câmara Brasileira da Indústria da Construção (CBIC) - que reúne mais de 80 dirigentes de s…"
"1,09611438932378E+018","2019-02-14 18:30:09",0,1453,"RT @planalto: Os presídios de segurança máxima têm novas regras para visitas. Agora, os encontros passam a ser restritos ao parlatório ou p…"
"1,09611529010515E+018","2019-02-14 18:33:44",0,919,"RT @MinEconomia: #TRANSPARÊNCIA | Lançado nesta quarta-feira (13) pelo ministro Paulo Guedes, Painel de Viagens garante transparência e amp…"
"1,09611618081169E+018","2019-02-14 18:37:17",0,782,"RT @planalto: O @ibgecomunica estima que a safra de grãos de 2019 deve ser 1,9% maior do que a do ano passado, o que representa uma produçã…"
"1,09611975119199E+018","2019-02-14 18:51:28",19897,3273,"Mensagem de @astropontes : transformar ideias em produtos, proporciando mais qualidade de vida para os brasileiros. Ciência, tecnologia, inovação e comunicação! Juntos temos mais oportunidades. https://t.co/SjnyZOJsrV . https://t.co/K8InDnlLLO"
"1,09613003106208E+018","2019-02-14 19:32:19",21184,3280,"A @portosdobrasil via governo federal vai realizar o arrendamento de 10 áreas portuárias no 1º semestre de 2019, incluindo 3 terminais do Porto de Cabedelo/PB. Os leilões de 4 dessas áreas acontece em 22/03. Saiba + sobre os investimentos previstos: https://t.co/xT08qWapaX"
"1,09617432369666E+018","2019-02-14 22:28:19",27298,3489,"👍👍🇧🇷🇧🇷🇧🇷 https://t.co/sPljGeQgLf"
"1,09618600989574E+018","2019-02-14 23:14:45",41097,5025,"https://t.co/mETZENKMY6"
"1,09619104923455E+018","2019-02-14 23:34:47",0,3378,"RT @CarlosBolsonaro: O retorno das linhas férreas no Brasil, abandonado por governos anteriores e, tão importante para a economia regional…"
"1,09635617944868E+018","2019-02-15 10:30:57",19729,2909,"O meio ambiente e o plano energético de matrizes limpas e renováveis: sabemos deste alto potencial peculiar em nosso vasto país, gerando empregos, investimentos e desenvolvimento. Estas atitudes estão em fase de expansão e já saindo do papel. Saiba mais em @ppinvestimentos https://t.co/PlmzPLbbbm"
"1,09637096551529E+018","2019-02-15 11:29:42",20545,2735,"Via @tarcisiogdf : Ao final dos 100 primeiros dias do Governo @JairBolsonaro, o @MInfraestrutura (incluindo @AviacaoGovBr e @portosdobrasil) já terá realizado 23 leilões de concessão."
"1,09640319278977E+018","2019-02-15 13:37:46",26976,2612,"🇧🇷👍🏻👉🏻👉🏻 https://t.co/oiEcKF13WJ"
"1,09648060821214E+018","2019-02-15 18:45:23",48285,7284,"Muito além de investir, devemos garantir que investimentos sejam bem aplicados e gerem resultados. Partindo dessa determinação, o Ministro Professor @ricardovelez apurou vários indícios de corrupção no âmbito do MEC em gestões passadas. Daremos início à Lava Jato da Educação!"
"1,09648083166791E+018","2019-02-15 18:46:16",33392,4111,"Um acordo formal para dar início aos trabalhos foi feito em reunião entre o Professor Velez e os Ministros Sergio Moro (Justiça), Wagner Rosário (CGU) e André Mendonça (AGU), com a presença do diretor-geral da Polícia Federal, Maurício Valeixo. É apenas o primeiro passo!"
"1,09653600826548E+018","2019-02-15 22:25:31",24720,3501,"Nossos irmãos venezuelanos e a região afetada pelos refugiados precisam de apoio e tudo que está a nosso alcance. A ordem e o progresso será recuperada em nosso país. https://t.co/C9XnkHg9e8"
"1,09653968699728E+018","2019-02-15 22:40:08",16922,2139,"👍🏻🇧🇷 https://t.co/Oean63Rpvq"
"1,09671247880384E+018","2019-02-16 10:06:45",59602,8487,"Na próxima terça-feira apresentaremos projeto de lei Anticrime ao Congresso. Elaborado pelo Ministro Sérgio Moro o mesmo visa endurecer as penas contra assassinos, líderes de gangues e corruptos."
"1,09676843451854E+018","2019-02-16 13:49:06",34934,5319,"Reintegrar os índios à sociedade levando até a estes condições para que possam se sentir brasileiros e não apenas serem tratados como massa de manobra e divisão do povo para contemplar planos de poder. Temos o povo mais miscigenado do mundo e somos todos iguais! https://t.co/y7sqCw54az"
"1,09683157376748E+018","2019-02-16 17:59:59",31204,4925,"Diminuição de interferência do estado e dos custos financeiros para os cidadãos são promessas de campanha que vamos cumprindo. Mais notícias como esta já foram anunciadas e continuarão sendo nossas prioridades sempre que possíveis. https://t.co/dgp2An5FEy"
"1,09689196672849E+018","2019-02-16 21:59:58",19490,2783,"Transportes (concessões de portos e aeroportos) Emprego, infraestrutura, economia e desenvolvimento. https://t.co/wbmNAVQ2XQ"
"1,09690997487642E+018","2019-02-16 23:11:32",29872,4613,"A luta é diária para que deixemos um recado cultural verdadeiro em nosso país. Vamos juntos dando passos largos e jamais esquecendo que o “conhecimento liberta e a doutrinação aprisiona!” https://t.co/MI7s1sWzSG"
"1,09692907463796E+018","2019-02-17 00:27:26",0,3280,"RT @jairbolsonaro: A @portosdobrasil via governo federal vai realizar o arrendamento de 10 áreas portuárias no 1º semestre de 2019, incluin…"
"1,09715920220686E+018","2019-02-17 15:41:52",67744,9648,"Estamos fiscalizando recursos, diminuindo gastos, propondo endurecimento penal, previdência. Tudo isso em pouquíssimo tempo. Nossos objetivos são claros: resgatar nossa segurança, fazer a economia crescer novamente e servir a quem realmente manda no país: a população brasileira."
"1,09715992608078E+018","2019-02-17 15:44:45",50497,6653,"Assumimos um Brasil ainda em crise em todos os sentidos. Sabemos a dificuldade que é tentar consertar tudo isso. O sistema não desistirá, mas estamos determinados a mudar os rumos do país e fazer diferente dos anteriores, já que são eles os responsáveis pelo que estamos passando."
"1,09721856907356E+018","2019-02-17 19:37:46",16686,2418,"A Controladoria-Geral da União é pouco conhecida mas realiza fundamental trabalho dentro do governo. Saiba mais um pouco pelas próprias palavras do Ministro @WRosarioCGU : https://t.co/JAK1MKzztA"
"1,09723200650369E+018","2019-02-17 20:31:10",0,2223,"RT @ricardovelez: Enxergo no Projeto Rondon 4.0 uma grande oportunidade de resgate da cidadania dos participantes, que descobrem dois aspec…"
"1,09728299965635E+018","2019-02-17 23:53:48",56291,9515,"Os direitos trabalhistas como 13• e férias são cláusulas pétreas da Constituição. Somente nova constituite para modifica-los. Estão garantidos independente dos boatos que espalham propositalmente, sempre tentando prejudicar quem não faz parte declaradamente da esquerda ."
"1,09730186498565E+018","2019-02-18 01:08:46",27163,2856,"🇧🇷👍🏻👉🏻👉🏻 https://t.co/XcDeQ7o1Vq"
"1,0973164832759E+018","2019-02-18 02:06:51",0,763,"RT @ppinvestimentos: #Portos: O @governodobrasil vai realizar, como parte do do Programa de Parcerias de Investimentos (PPI), o arrendament…"
"1,09744257218274E+018","2019-02-18 10:27:53",41214,5485,"Leilão de 12 aeroportos: mais de R$ 3,5 bi em investimentos nos terminais. Composto pelos aeroportos de Recife-PE, Maceió-AL, Aracaju-SE, Juazeiro do Norte -CE, João Pessoa, Campina Grande-PB, Vitória-ES e Macaé-RJ, Cuiabá e Sinop, Rondonópolis e Alta Floresta, todos em MT."
"1,09744365005588E+018","2019-02-18 10:32:10",31130,3440,"Todos os leilões dos aeroportos citadaos estão previstos para serem realizados até março deste ano, conforme anúncio feito pela @ppinvestimentos . Qualidade no serviço específico, empregabilidade e economia. Estes são apenas os primeiros passos dentro desta área! Bom dia a todos"
"1,09750160202029E+018","2019-02-18 14:22:27",0,682,"RT @MinEconomia: 📈📈 Publicado decreto presidencial que dispõe sobre a programação orçamentária e financeira do Poder Executivo Federal, est…"
"1,09750166627703E+018","2019-02-18 14:22:42",0,1432,"RT @planalto: As Forças Armadas começaram a executar, na última sexta-feira (15), as operações de Garantia da Lei e da Ordem (GLO) próximo…"
"1,09750395710524E+018","2019-02-18 14:31:48",21206,3229,"🛫 https://t.co/5gMbSUkb4R"
"1,0975485209015E+018","2019-02-18 17:28:53",17909,2678,"Integração e desenvolvimento: https://t.co/xl2Rg1Zevd"
"1,09758657890034E+018","2019-02-18 20:00:07",16320,2065,"👍🏻 https://t.co/MhA6pxJ8ci"
"1,09762119125321E+018","2019-02-18 22:17:39",14298,1917,"Porta-voz da Presidência da República expõe como foi a agenda do Governo no dia de hoje (18/02/2019). https://t.co/rOQAs5w3Cv"
"1,0976465487569E+018","2019-02-18 23:58:25",47108,7309,"Seguindo a determinação de transparência e responsabilidade com os recursos públicos, prioridade em nosso governo, a ministra @DamaresAlves realizará auditoria dos benefícios suspeitos concedidos a ""vítimas da ditadura"" nos últimos anos pela Comissão da Anistia."
"1,09778798276815E+018","2019-02-19 09:20:25",16594,2480,"Em conversa com o Sec. nacional de Pesca e Agricultura, @jorgeseif , nos foi informado que burocracia no setor é o que mais tem travado o crescimento da produção nas 5 regiões do país. Queremos viabilizar desburocratizações o quanto antes para propiciar maiores ganhos para todos. https://t.co/Gam26jwxaE"
"1,09778835010534E+018","2019-02-19 09:21:53",552,15,"@Pedro_Medeirosx @jorgeseif 👍🏻"
"1,09783927080975E+018","2019-02-19 12:44:13",15236,2808,"Portos do Brasil: uma das prioridades de nosso governo, que desencadeia empregos, dinamismo e interligação para processos de desenvolvimento de projetos modais, fundamentais para o desenvolvimento econômico do país, desde seus rincões até os grandes centros. https://t.co/QIFsZUtqC1"
