,counts,%
@jairbolsonaro:,12,52.17391304347826
@conexaopolitica:,2,8.695652173913043
@CarlosBolsonaro:,2,8.695652173913043
@BolsonaroSP:,1,4.3478260869565215
@carteiroreaca:,1,4.3478260869565215
@BlogDoPim:,1,4.3478260869565215
@escolasempartid:,1,4.3478260869565215
@ricardovelez:,1,4.3478260869565215
@DaniloGentili:,1,4.3478260869565215
@SnapBolsonaro:,1,4.3478260869565215
